0,CombatZoneResize,133,251,508,391,TLResume,,,
0,HeartTeleport,320,376,,,,,,
0,HeartMode,1,,,,,,,
0,TLPause,,,,,,,,
0,SET,U,4,,,,,,
0,SUB,U,$U,1,,,,,
0,RND,DLong,58,,,,,,
0,ADD,DLong,$DLong,12,,,,,
0,SET,YD,386,,,,,,
0,SUB,YD,$YD,$DLong,,,,,
0,SET,ULong,122,,,,,,
0,SUB,ULong,$ULong,$DLong,,,,,
0,BoneV,520,256,$ULong,2,200,,,
0,BoneV,520,$YD,$DLong,2,200,,,
0,RND,GBXI,295,,,,,,
0,ADD,GBXI,$GBXI,173,,,,,
0,Gasterblaster,0,$GBXI,0,$GBXI,175,90,0.5,0.3
0,RND,GBXII,295,,,,,,
0,ADD,GBXII,$GBXII,173,,,,,
0,Gasterblaster,0,$GBXII,0,$GBXII,175,90,0.5,0.3
0,RND,GBXIII,295,,,,,,
0,ADD,GBXIII,$GBXIII,173,,,,,
0,Gasterblaster,0,$GBXIII,0,$GBXIII,175,90,0.5,0.3
0.7,RND,Color,2,,,,,,
0,ADD,Color,$Color,1,,,,,
0,BoneV,503,286,100,2,200,$Color,,
0.5,JMPNZ,6,$U,,,,,,
,,,,,,,,,
0,SET,Uw,4,,,,,,
0,SUB,Uw,$Uw,1,,,,,
0,RND,DLong,58,,,,,,
0,ADD,DLong,$DLong,12,,,,,
0,SET,YD,386,,,,,,
0,SUB,YD,$YD,$DLong,,,,,
0,SET,ULong,124,,,,,,
0,SUB,ULong,$ULong,$DLong,,,,,
0,BoneV,520,256,$ULong,2,200,,,
0,BoneV,520,$YD,$DLong,2,200,,,
0,RND,GBXI,295,,,,,,
0,ADD,GBXI,$GBXI,173,,,,,
0,Gasterblaster,1,$GBXI,0,$GBXI,175,90,0.5,0.3
0,RND,GBXII,295,,,,,,
0,ADD,GBXII,$GBXII,173,,,,,
0,Gasterblaster,1,$GBXII,0,$GBXII,175,90,0.5,0.3
0.7,RND,Color,2,,,,,,
0,ADD,Color,$Color,1,,,,,
0,BoneV,503,286,100,2,200,$Color,,
0.5,JMPNZ,30,$Uw,,,,,,
,,,,,,,,,
0,SET,UwU,4,,,,,,
0,SUB,UwU,$UwU,1,,,,,
0,RND,DLong,58,,,,,,
0,ADD,DLong,$DLong,12,,,,,
0,SET,YD,386,,,,,,
0,SUB,YD,$YD,$DLong,,,,,
0,SET,ULong,124,,,,,,
0,SUB,ULong,$ULong,$DLong,,,,,
0,BoneV,520,256,$ULong,2,200,,,
0,BoneV,520,$YD,$DLong,2,200,,,
0,RND,GBXI,295,,,,,,
0,ADD,GBXI,$GBXI,173,,,,,
0,Gasterblaster,3,$GBXI,0,$GBXI,175,90,0.5,0.3
0.7,RND,Color,2,,,,,,
0,ADD,Color,$Color,1,,,,,
0,BoneV,503,286,100,2,200,$Color,,
0.5,JMPNZ,51,$UwU,,,,,,
,,,,,,,,,
0,Gasterblaster,5,0,0,180,200,0,0.5,1
0,Gasterblaster,5,0,0,180,200,10,0.5,1
0,Gasterblaster,5,0,0,180,200,20,0.5,1
0,Gasterblaster,5,0,0,180,200,30,0.5,1
0,Gasterblaster,5,0,0,180,200,40,0.5,1
0,Gasterblaster,5,0,0,180,200,50,0.5,1
0,Gasterblaster,5,0,0,180,200,60,0.5,1
0,Gasterblaster,5,0,0,180,200,70,0.5,1
0,Gasterblaster,5,0,0,180,200,80,0.5,1
0,Gasterblaster,5,0,0,180,200,90,0.5,1
0,Gasterblaster,5,0,0,180,200,100,0.5,1
0,Gasterblaster,5,0,0,180,200,110,0.5,1
0,Gasterblaster,5,0,0,180,200,120,0.5,1
0,Gasterblaster,5,0,0,180,200,130,0.5,1
0,Gasterblaster,5,0,0,180,200,140,0.5,1
0,Gasterblaster,5,0,0,180,200,150,0.5,1
0,Gasterblaster,5,0,0,180,200,160,0.5,1
0,Gasterblaster,5,0,0,180,200,170,0.5,1
0,Gasterblaster,5,0,0,180,200,180,0.5,1
0,Gasterblaster,5,0,0,180,200,190,0.5,1
,,,,,,,,,
0,Gasterblaster,5,640,0,460,200,360,0.5,1
0,Gasterblaster,5,640,0,460,200,0,0.5,1
0,Gasterblaster,5,640,0,460,200,10,0.5,1
0,Gasterblaster,5,640,0,460,200,20,0.5,1
0,Gasterblaster,5,640,0,460,200,30,0.5,1
0,Gasterblaster,5,640,0,460,200,40,0.5,1
0,Gasterblaster,5,640,0,460,200,50,0.5,1
0,Gasterblaster,5,640,0,460,200,60,0.5,1
0,Gasterblaster,5,640,0,460,200,70,0.5,1
0,Gasterblaster,5,640,0,460,200,80,0.5,1
0,Gasterblaster,5,640,0,460,200,90,0.5,1
0,Gasterblaster,5,640,0,460,200,100,0.5,1
0,Gasterblaster,5,640,0,460,200,110,0.5,1
0,Gasterblaster,5,640,0,460,200,120,0.5,1
0,Gasterblaster,5,640,0,460,200,130,0.5,1
0,Gasterblaster,5,640,0,460,200,140,0.5,1
0,Gasterblaster,5,640,0,460,200,150,0.5,1
0,Gasterblaster,5,640,0,460,200,160,0.5,1
0,Gasterblaster,5,640,0,460,200,170,0.5,1
0,Gasterblaster,5,640,0,460,200,180,0.5,1
3,EndAttack,,,,,,,,
